id,title,description,link,image_link,price,sale_price,availability,condition,google_product_category,product_type,brand,gtin,mpn,tax,color,gender,material,pattern,size,size_type,shipping,shipping_weight,shipping_width,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
39672439996514,Ear Cleaner Wax Removal," Ear Wax Removal device  wirelessly streams a full view of the inside of your ear to your iPhone or Android device, connects seamlessly over WiFi.it uses high brightness LED lights to illuminate the ear canal and achieve a clear image with an integrated waterproof camera to see and target wax easily and painless. Our wax removal kit can help you  illuminate the ear inspection area and capture more realistic images, which is easier to help you to check whether there is ear infection inside or remove the earwax safely, and suitable for daily ear cleaning care and professional examination of ear diseases.  Built-in WiFi hotspot and 3mm diameter camera lens, can realize clear image of earwax removal and full real-time video, rich in detail, convenient for real observation and auditory canal inspection . High brightness LED lights can provide auxiliary lighting to help improve image clarity in dark or low light conditions. It is widely compatible with Android and iOS smartphones and tablets, which makes connection more convenient. The waterproof camera lens can enter the body more easily and painlessly, and is suitable for eyes, nose, mouth, skin and other parts. Please scan QR code to download Android or IOS app. After app installed, please long press power button to turn on the ear pen. Then we will see led lights are lighting and hotspot wifi is ready to be connected. Click""Connection"" to find hotspot wifi in mobile phone wifi settings and connect it successfully. Then we can click""Start"" to enter into the display screen. ",https://www.sensorgift.com/products/ear-cleaner-wax-removal?variant=39672439996514,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/Ear-wax-removal_1_1024x1024_2x_341a7e15-5c2b-4832-877d-cbae005860a4.png?v=1648040752,37.95 USD,,in stock,new,,N/A,sensorgift,,,,Black,,,,,,,0,,,,,,
39672426430562,EMS Face Massager," All estheticians know that boosting healthy blood and lymphatic circulation are both essential in every effective facial. By using warming and cooling sensations on our skin for just 2 minutes a day, we get the benefits of healthy circulation. Our Hot &amp; Cold Galvanic LED Facial Massager with EMS gives you maximum collagen boosting benefits with 2 forms of LED plus lifting EMS therapy. The Dirt in Deep Pores Is Discharged Through Biological Current and Thoroughly Cleaned Using the Principle of Positive and Negative Ion Inter-Attraction. Iontophoresis allows cosmetic ingredients to penetrate the skin’s bottom layer. Mechanical Vibration and Voltage Stimulation Have Been Used to Tighten Human Skin, Increase Elasticity, and Improve Skin Cell Metabolism. Warm massage promotes absorption, stretches the skin’s texture, and plumps the skin. Blue and Red Light Function: Improves skin elasticity, sagging, and wrinkles. Blue light therapy (wavelength 470nm – 10nm) is a type of light therapy that uses blue light. Blue light is particularly effective in the treatment of acne. Your skin will be disinfected because of this. Blue light also aids in the healing of inflammation. Skin Tightening, Brighten Skin Color, Resist Wrinkles, Remove Wrinkles, Remove Face, and Clean Detoxification are the four modes available. Apply a serum and moisturizer on dry, clean skin. Turn on the device to your preferred treatment mode, level of intensity, and red or blue LED. massage the skin in circular motions.   ",https://www.sensorgift.com/products/ems-face-massager?variant=39672426430562,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/EMS-face_-massager_1_1024x1024_2x_354818ff-601e-4ef5-852d-2d0f72f14159.png?v=1648039956,47.95 USD,,in stock,new,,N/A,sensorgift,,,,PINK,,,,,,,0,,,,,,
39672426463330,EMS Face Massager," All estheticians know that boosting healthy blood and lymphatic circulation are both essential in every effective facial. By using warming and cooling sensations on our skin for just 2 minutes a day, we get the benefits of healthy circulation. Our Hot &amp; Cold Galvanic LED Facial Massager with EMS gives you maximum collagen boosting benefits with 2 forms of LED plus lifting EMS therapy. The Dirt in Deep Pores Is Discharged Through Biological Current and Thoroughly Cleaned Using the Principle of Positive and Negative Ion Inter-Attraction. Iontophoresis allows cosmetic ingredients to penetrate the skin’s bottom layer. Mechanical Vibration and Voltage Stimulation Have Been Used to Tighten Human Skin, Increase Elasticity, and Improve Skin Cell Metabolism. Warm massage promotes absorption, stretches the skin’s texture, and plumps the skin. Blue and Red Light Function: Improves skin elasticity, sagging, and wrinkles. Blue light therapy (wavelength 470nm – 10nm) is a type of light therapy that uses blue light. Blue light is particularly effective in the treatment of acne. Your skin will be disinfected because of this. Blue light also aids in the healing of inflammation. Skin Tightening, Brighten Skin Color, Resist Wrinkles, Remove Wrinkles, Remove Face, and Clean Detoxification are the four modes available. Apply a serum and moisturizer on dry, clean skin. Turn on the device to your preferred treatment mode, level of intensity, and red or blue LED. massage the skin in circular motions.   ",https://www.sensorgift.com/products/ems-face-massager?variant=39672426463330,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/EMS-face_-massager_3__1_1024x1024_2x_1900f077-70d4-4e55-9a35-ec66e46fb0ab.png?v=1648039956,47.95 USD,,in stock,new,,N/A,sensorgift,,,,WHITE,,,,,,,0,,,,,,
39621954928738,Glass Topper Drinks Smoker - 8 Wood Chips Set," Experence Cocktails Like Never Before   Makes You The Professional Bartender This new and innovative Drinks smoker is quite easy and convenient to use. You can create the perfect smoking cloche for cocktails at home - cocktail smoking kit is an indispensable tool for family gatherings that will make your friends wow!    Outdoor Carry Convenience  Small and delicate cocktail smoker is easy to be taken, enabling you to enjoy smoky cocktails anywhere you like. It’s also skillfully designed to smoke your cocktails right in the glass without extra need for large smoking domes or messy wood planks. Gourmet Confection Of Wood A set of 8 unique wood chips, Each type of wood provides a unique flavor and aroma for your drinks. Hickory, Pecan, Cherry, Toghigi, Apple, Oak, Peartree, and Mixeed Wood ",https://www.sensorgift.com/products/glass-topper-drinks-smoker-8-wood-chips-set?variant=39621954928738,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/8.jpg?v=1646738819,39.97 USD,,in stock,new,,N/A,Sensorgift,,,,,,,,,,,0,,,,,,
39672458936418,IPL Hair Removal 300000 flash," IPL Hair Removal  can be used on any body part in just a few minutes, all from the comfort of your own home! The  IPL Hair Removal  has 10+ years of flashes when used as recommended so you will be able to be hair free for a very long time! Quick and easy: each session only takes a few minutes once per week. Most advanced : Equipped with Intense Pulsed Light technology. Safe to use: use almost anywhere including arms, armpits, legs, chest, bikini, stomach, back, and FCS  More efficient : Our auto-slide flash technology rapidly speeds up session time. Quick results : Visible results in just a few sessions. Use at home : Use on your own time in the convenience of your own home. Remove excess hair by shaving, epilating, or waxing the area before the first treatment Select the correct intensity level Turn the unit on and press the Mini system to your skin. Wait for the flash light to turn on and press the flash button To achieve best results, use it every two weeks for the first two months and then do a monthly touch-up.For the first use, it is recommended to use level 1, and slowly strengthen according to the effect.   ",https://www.sensorgift.com/products/ipl-hair-removal-300000-flash?variant=39672458936418,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/0x1296_1643586034f2b4a517fe.jpg?v=1648042822,79.99 USD,,in stock,new,,N/A,sensorgift,,,,PINK,,,,,,,0,,,,,,
39672458969186,IPL Hair Removal 300000 flash," IPL Hair Removal  can be used on any body part in just a few minutes, all from the comfort of your own home! The  IPL Hair Removal  has 10+ years of flashes when used as recommended so you will be able to be hair free for a very long time! Quick and easy: each session only takes a few minutes once per week. Most advanced : Equipped with Intense Pulsed Light technology. Safe to use: use almost anywhere including arms, armpits, legs, chest, bikini, stomach, back, and FCS  More efficient : Our auto-slide flash technology rapidly speeds up session time. Quick results : Visible results in just a few sessions. Use at home : Use on your own time in the convenience of your own home. Remove excess hair by shaving, epilating, or waxing the area before the first treatment Select the correct intensity level Turn the unit on and press the Mini system to your skin. Wait for the flash light to turn on and press the flash button To achieve best results, use it every two weeks for the first two months and then do a monthly touch-up.For the first use, it is recommended to use level 1, and slowly strengthen according to the effect.   ",https://www.sensorgift.com/products/ipl-hair-removal-300000-flash?variant=39672458969186,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/0x1296_1643586034f2b4a517fe.jpg?v=1648042822,79.99 USD,,in stock,new,,N/A,sensorgift,,,,PINK,,,,,,,0,,,,,,
39672459001954,IPL Hair Removal 300000 flash," IPL Hair Removal  can be used on any body part in just a few minutes, all from the comfort of your own home! The  IPL Hair Removal  has 10+ years of flashes when used as recommended so you will be able to be hair free for a very long time! Quick and easy: each session only takes a few minutes once per week. Most advanced : Equipped with Intense Pulsed Light technology. Safe to use: use almost anywhere including arms, armpits, legs, chest, bikini, stomach, back, and FCS  More efficient : Our auto-slide flash technology rapidly speeds up session time. Quick results : Visible results in just a few sessions. Use at home : Use on your own time in the convenience of your own home. Remove excess hair by shaving, epilating, or waxing the area before the first treatment Select the correct intensity level Turn the unit on and press the Mini system to your skin. Wait for the flash light to turn on and press the flash button To achieve best results, use it every two weeks for the first two months and then do a monthly touch-up.For the first use, it is recommended to use level 1, and slowly strengthen according to the effect.   ",https://www.sensorgift.com/products/ipl-hair-removal-300000-flash?variant=39672459001954,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/0x1296_1643586034f2b4a517fe.jpg?v=1648042822,79.99 USD,,in stock,new,,N/A,sensorgift,,,,PINK,,,,,,,0,,,,,,
39672459034722,IPL Hair Removal 300000 flash," IPL Hair Removal  can be used on any body part in just a few minutes, all from the comfort of your own home! The  IPL Hair Removal  has 10+ years of flashes when used as recommended so you will be able to be hair free for a very long time! Quick and easy: each session only takes a few minutes once per week. Most advanced : Equipped with Intense Pulsed Light technology. Safe to use: use almost anywhere including arms, armpits, legs, chest, bikini, stomach, back, and FCS  More efficient : Our auto-slide flash technology rapidly speeds up session time. Quick results : Visible results in just a few sessions. Use at home : Use on your own time in the convenience of your own home. Remove excess hair by shaving, epilating, or waxing the area before the first treatment Select the correct intensity level Turn the unit on and press the Mini system to your skin. Wait for the flash light to turn on and press the flash button To achieve best results, use it every two weeks for the first two months and then do a monthly touch-up.For the first use, it is recommended to use level 1, and slowly strengthen according to the effect.   ",https://www.sensorgift.com/products/ipl-hair-removal-300000-flash?variant=39672459034722,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/0x1296_1643586034f2b4a517fe.jpg?v=1648042822,79.99 USD,,in stock,new,,N/A,sensorgift,,,,PINK,,,,,,,0,,,,,,
39672459067490,IPL Hair Removal 300000 flash," IPL Hair Removal  can be used on any body part in just a few minutes, all from the comfort of your own home! The  IPL Hair Removal  has 10+ years of flashes when used as recommended so you will be able to be hair free for a very long time! Quick and easy: each session only takes a few minutes once per week. Most advanced : Equipped with Intense Pulsed Light technology. Safe to use: use almost anywhere including arms, armpits, legs, chest, bikini, stomach, back, and FCS  More efficient : Our auto-slide flash technology rapidly speeds up session time. Quick results : Visible results in just a few sessions. Use at home : Use on your own time in the convenience of your own home. Remove excess hair by shaving, epilating, or waxing the area before the first treatment Select the correct intensity level Turn the unit on and press the Mini system to your skin. Wait for the flash light to turn on and press the flash button To achieve best results, use it every two weeks for the first two months and then do a monthly touch-up.For the first use, it is recommended to use level 1, and slowly strengthen according to the effect.   ",https://www.sensorgift.com/products/ipl-hair-removal-300000-flash?variant=39672459067490,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/IPL-HAIR-REMOVAL_1_1024x1024_2x_26ee8f8e-5489-4a51-9766-82301f85f4fa.png?v=1648042822,79.99 USD,,in stock,new,,N/A,sensorgift,,,,WHITE,,,,,,,0,,,,,,
39672459100258,IPL Hair Removal 300000 flash," IPL Hair Removal  can be used on any body part in just a few minutes, all from the comfort of your own home! The  IPL Hair Removal  has 10+ years of flashes when used as recommended so you will be able to be hair free for a very long time! Quick and easy: each session only takes a few minutes once per week. Most advanced : Equipped with Intense Pulsed Light technology. Safe to use: use almost anywhere including arms, armpits, legs, chest, bikini, stomach, back, and FCS  More efficient : Our auto-slide flash technology rapidly speeds up session time. Quick results : Visible results in just a few sessions. Use at home : Use on your own time in the convenience of your own home. Remove excess hair by shaving, epilating, or waxing the area before the first treatment Select the correct intensity level Turn the unit on and press the Mini system to your skin. Wait for the flash light to turn on and press the flash button To achieve best results, use it every two weeks for the first two months and then do a monthly touch-up.For the first use, it is recommended to use level 1, and slowly strengthen according to the effect.   ",https://www.sensorgift.com/products/ipl-hair-removal-300000-flash?variant=39672459100258,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/IPL-HAIR-REMOVAL_1_1024x1024_2x_26ee8f8e-5489-4a51-9766-82301f85f4fa.png?v=1648042822,79.99 USD,,in stock,new,,N/A,sensorgift,,,,WHITE,,,,,,,0,,,,,,
39672459133026,IPL Hair Removal 300000 flash," IPL Hair Removal  can be used on any body part in just a few minutes, all from the comfort of your own home! The  IPL Hair Removal  has 10+ years of flashes when used as recommended so you will be able to be hair free for a very long time! Quick and easy: each session only takes a few minutes once per week. Most advanced : Equipped with Intense Pulsed Light technology. Safe to use: use almost anywhere including arms, armpits, legs, chest, bikini, stomach, back, and FCS  More efficient : Our auto-slide flash technology rapidly speeds up session time. Quick results : Visible results in just a few sessions. Use at home : Use on your own time in the convenience of your own home. Remove excess hair by shaving, epilating, or waxing the area before the first treatment Select the correct intensity level Turn the unit on and press the Mini system to your skin. Wait for the flash light to turn on and press the flash button To achieve best results, use it every two weeks for the first two months and then do a monthly touch-up.For the first use, it is recommended to use level 1, and slowly strengthen according to the effect.   ",https://www.sensorgift.com/products/ipl-hair-removal-300000-flash?variant=39672459133026,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/IPL-HAIR-REMOVAL_1_1024x1024_2x_26ee8f8e-5489-4a51-9766-82301f85f4fa.png?v=1648042822,79.99 USD,,in stock,new,,N/A,sensorgift,,,,WHITE,,,,,,,0,,,,,,
39672459165794,IPL Hair Removal 300000 flash," IPL Hair Removal  can be used on any body part in just a few minutes, all from the comfort of your own home! The  IPL Hair Removal  has 10+ years of flashes when used as recommended so you will be able to be hair free for a very long time! Quick and easy: each session only takes a few minutes once per week. Most advanced : Equipped with Intense Pulsed Light technology. Safe to use: use almost anywhere including arms, armpits, legs, chest, bikini, stomach, back, and FCS  More efficient : Our auto-slide flash technology rapidly speeds up session time. Quick results : Visible results in just a few sessions. Use at home : Use on your own time in the convenience of your own home. Remove excess hair by shaving, epilating, or waxing the area before the first treatment Select the correct intensity level Turn the unit on and press the Mini system to your skin. Wait for the flash light to turn on and press the flash button To achieve best results, use it every two weeks for the first two months and then do a monthly touch-up.For the first use, it is recommended to use level 1, and slowly strengthen according to the effect.   ",https://www.sensorgift.com/products/ipl-hair-removal-300000-flash?variant=39672459165794,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/IPL-HAIR-REMOVAL_1_1024x1024_2x_26ee8f8e-5489-4a51-9766-82301f85f4fa.png?v=1648042822,79.99 USD,,in stock,new,,N/A,sensorgift,,,,WHITE,,,,,,,0,,,,,,
39666836209762,LUNA MOTH LAMP CRYSTAL SHELF," ✦ Luna Moth wooden crystal shelf ✦ An original wooden design handcrafted by Kate and her small team at Coppermoon to bring a bit more magic and sacredness into your home.  This beautiful Luna moth lamp design will be a unique place to display your crystals and keepsakes. The shelf is powered by 3 x AA batteries and can easily be turned on and off without taking the lamp off the wall. Made out of Poplar wood and stained in a dark Brown colour with solid Pine wooden shelves Luna moths are magical creatures! They are born, they transform, they love, they die, and then are again reborn. Their cycles are short, as are our years while we are here. We are reminded to make the most of our moments and to live and love to the fullest. She is most often seen in the evenings, attracted to the moon and to light. She speaks of our connection to the Feminine, our inner spirit, and our trust in ourselves. We learn of the importance to find the balance between light and dark, the seen and the unseen. She is a reminder that when all is said and done, our healing and sense of love are the ultimate journey. Dimensions cm Height: 27cm, Width:  43 cm Depth for crystal storage: 4.4cm",https://www.sensorgift.com/products/luna-moth-lamp-crystal-shelf?variant=39666836209762,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/da.webp?v=1647782637,49.95 USD,,in stock,new,,N/A,sensorgift,,,,Dark Wood,,,,,,,0,,,,,,
39666836242530,LUNA MOTH LAMP CRYSTAL SHELF," ✦ Luna Moth wooden crystal shelf ✦ An original wooden design handcrafted by Kate and her small team at Coppermoon to bring a bit more magic and sacredness into your home.  This beautiful Luna moth lamp design will be a unique place to display your crystals and keepsakes. The shelf is powered by 3 x AA batteries and can easily be turned on and off without taking the lamp off the wall. Made out of Poplar wood and stained in a dark Brown colour with solid Pine wooden shelves Luna moths are magical creatures! They are born, they transform, they love, they die, and then are again reborn. Their cycles are short, as are our years while we are here. We are reminded to make the most of our moments and to live and love to the fullest. She is most often seen in the evenings, attracted to the moon and to light. She speaks of our connection to the Feminine, our inner spirit, and our trust in ourselves. We learn of the importance to find the balance between light and dark, the seen and the unseen. She is a reminder that when all is said and done, our healing and sense of love are the ultimate journey. Dimensions cm Height: 27cm, Width:  43 cm Depth for crystal storage: 4.4cm",https://www.sensorgift.com/products/luna-moth-lamp-crystal-shelf?variant=39666836242530,https://cdn.shopify.com/s/files/1/0555/7338/1218/products/1111.webp?v=1647782637,49.95 USD,,in stock,new,,N/A,sensorgift,,,,Light Wood,,,,,,,0,,,,,,
